ID,subject,phenomenon,sub_subject,Correct.sentence,Wrong.sentence,Label,URL,Generated
2,Noun Constituent,2. Nominalizations,Nominalisaties behorend tot type 3,Kaviaar eten (doen rijke mensen.),Eten kaviaar (doen rijke mensen.),,,Manual
2,Noun Constituent,2. Nominalizations,Nominalisaties behorend tot type 3,Kaviaar eten (doen rijke mensen.),Eten van kaviaar (doen rijke mensen.),,,Manual
2,Noun Constituent,2. Nominalizations,Nominalisaties behorend tot type 3,Een cadeau geven aan een vriend (is erg attent.),Een cadeau geven een vriend (is erg attent.),,,Manual
2,Noun Constituent,2. Nominalizations,Nominalisaties behorend tot type 3,Oppassen op mijn neefje (doe ik graag.),Oppassen mijn neefje (doe ik graag.),,,Manual
2,Noun Constituent,2. Nominalizations,Nominalisaties behorend tot type 3,Advies geven aan vrienden (doe ik regelmatig).,Advies geven vrienden (doe ik regelmatig.),,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Een zeer hard gesteente.,Een zeer gesteente.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1502lingtopic,Manual/ANS
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Hij is niet bepaald tuk op vergaderen.,Hij is niet bepaald tuk.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1502lingtopic,Manual/ANS
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Hij is niet bepaald tuk op vergaderen.,Hij is niet bepaald op vergaderen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1502lingtopic,Manual/ANS
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De boom is erg hoog.,Erg is de boom hoog.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans1502lingtopic,Manual/ANS
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Wim is nogal eigenwijs.,Wim is nogal.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Nienke is zeer aantrekkelijk.,Nienke is zeer.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Hij is niet dol op online les.,Hij is niet dol.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Anna is behoorlijk creatief.,Anna is behoorlijk.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Piet is tamelijk verlegen.,Piet is tamelijk.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Laura is heel getalenteerd.,Laura is heel.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Tim is helemaal niet geïnteresseerd.,Tim is helemaal niet.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Marie is uitermate vriendelijk.,Marie is uitermate.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Thomas is totaal onverstoorbaar.,Thomas is totaal.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Eva is ontzettend behulpzaam.,Eva is ontzettend.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Het huis is erg groot.,Erg is het huis groot.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De kat is heel lief.,Heel is de kat lief.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De taart is ontzettend lekker.,Ontzettend is de taart lekker.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De auto is behoorlijk duur.,Behoorlijk is de auto duur.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De reis is heel lang.,Heel is de reis lang.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De bank is een beetje zacht.,Een beetje is de bank zacht.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De handdoek is een beetje nat.,Een beetje is de handdoek nat.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De jongen is erg lang.,Erg is de jongen lang.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De examens zijn heel moeilijk.,Heel zijn de examens moeilijk.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De jongen is heel lang.,Heel is de jongen lang.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De boom is heel hoog.,Heel is de boom hoog.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De hond is erg nieuwschierig.,Erg is de hond nieuwschierig.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De vogel is erg kleurrijk.,Erg is de vogel kleurrijk.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De bloem is heel mooi.,Heel is de bloem mooi.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De auto is buitengewoon snel.,Buitengewoon is de auto snel.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Het huis is behoorlijk groot.,Behoorlijk is het huis groot.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Zij is enorm behulpzaam.,Enorm is zij behulpzaam.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Hij is erg gesteld op haar. ,Hij is erg gesteld.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Hij is erg gesteld op haar. ,Hij is erg op haar.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Een zeer grote boom.,Een zeer boom.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Een erg hoog gebouw.,Een erg gebouw.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De zeer lieve juf.,De zeer juf.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Het is een zeer lieve vrouw.,Het is een zeer vrouw.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De zeer zachte bank.,De zeer bank.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De enorm kattige vrouw.,De enorm vrouw.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De enorm lieve vriend.,De enorm vriend.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De buitengewoon behulpzame buurman.,De buitengewoon buurman.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Hij is uiterst precies.,Hij is uiterst.,,,Manual
