Unnamed: 0,ID,subject,phenomenon,sub_subject,Correct sentence,Wrong sentence,Label,URL,Generated,cor score,wrong score,difference,GPT_diff,Llama2_diff,Llama2_chat_diff,GEITje_diff,GEITje_chat_diff,GEITje_DPO_diff,RobBERT_diff,RobBERT_large_diff,XLMRoberta_diff,BERTje_diff,GPT_GroNLP_diff,GEITje_sft_diff
25,4,advectivische_constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Dat klusje is makkelijk zat.,Een makkelijk zat klusje.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans15030101lingtopic,Manual/ANS,5.3977272725,3.8,1.5977272725000002,1.64428980350494,-0.245676213865066,-1.03072262696094,0.433515524452863,0.653393348589209,0.441769545781426,0.693367855889457,4.83572380883353,0.671948021075069,0.475950416112836,1.45633790890376,0.427027960288494
26,4,advectivische_constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Ik vind het een heel handig apparaat,Ik vind het een hele handig apparaat.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans15030101lingtopic,Manual/ANS,6.9545454545,2.7,4.2545454545,0.709189982641311,0.190201709215506,0.0152501215029939,0.347343749084617,0.61446673892519,0.440147862138334,-0.484808360205758,3.27035460636641,0.362539666094711,-0.5439777540043,0.875270517099471,0.415062778613531
27,4,advectivische_constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Die flats zijn geweldig hoog.,Die flats zijn geweldige hoog.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans15030101lingtopic,Manual/ANS,4.731818182,1.625,3.106818182,1.68930487632751,0.541646459657285,0.77149154080285,0.703140454739332,0.986035445472226,1.29815851561725,-0.401554849412706,1.17836796045303,0.808752920934543,1.46282537219425,1.66852502822876,1.21589639373124
28,4,advectivische_constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Mijn vrienden zijn geweldig mooi.,Mijn vrienden zijn geweldige mooi.,,,Manual,4.340909091,2.5,1.8409090910000003,1.60486521720886,0.60747758547465,0.937579705069463,0.81291756775075,1.1383969988868,0.956563419041534,-0.466165781021118,0.883880792392624,2.4475331007834,1.88492116890848,1.0154833316803,0.915080740116537
29,4,advectivische_constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De studenten zijn geweldig slim.,De studenten zijn geweldige slim.,,,Manual,5.081818182,2.25,2.831818182,2.17916865348816,1.19025249611586,0.995554007589817,0.882604575819439,1.17514879773888,1.11013057165676,-0.51518702507019,0.720236405730247,1.44810463120302,1.85429322253913,1.87296576499939,1.03700037300587
30,3,advectivische_constituent,3. The Construction of the Adjective Constituent,De bouw van de adjectivische constituent,Hij is niet dol op online les.,Hij is niet dol.,,,Manual,5.5375,2.272727273,3.2647727269999995,0.0166064756257196,0.088539469987154,0.49370476603508,0.914420717395842,1.45993018629961,1.16911612399854,0.411778054918562,2.61322873615956,-0.5472185181142,0.736882170303059,-0.608607204897063,1.10456696413457
31,3,advectivische_constituent,3. The Construction of the Adjective Constituent,De bouw van de adjectivische constituent,De reis is heel lang.,Heel is de reis lang.,,,Manual,6.2125,1.454545455,4.7579545450000005,1.04342091083527,0.796874538064003,0.423601925373077,1.02646017074585,0.60988349840045,0.917718712240458,-0.52557384967804,-0.404533570011457,3.215021789405,1.42100108636077,0.587406015396118,0.96493362262845
32,3,advectivische_constituent,3. The Construction of the Adjective Constituent,De bouw van de adjectivische constituent,De bank is een beetje zacht.,Een beetje is de bank zacht.,,,Manual,6.2,1.454545455,4.745454545,1.77039909362793,1.03218495254405,0.702220233250409,0.269539474132894,-0.143402566104156,0.256693826489605,0.0172513855828171,2.60043034060962,0.959654939631582,0.817050781417897,1.47870584328969,0.206277319467732
33,4,advectivische_constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De examens zijn makkelijk zat.,Een makkelijk zat examen.,,,Manual,4.9,3.363636364,1.5363636360000004,1.46261452436447,0.2173652364355,0.272818819361015,0.0628736500882292,0.661368890501432,0.27592233822427,0.807060326848712,3.18007991143635,1.61755252149121,4.35396990423933,1.68609253168106,0.303368918851695
34,4,advectivische_constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Binnekort krijgen we een nieuwe en heel handig systeem.,Binnekort krijgen we een nieuw en heel handige systeem.,,,Manual,2.275,2.636363636,-0.3613636360000001,0.186381925236095,-0.0347275831120508,-0.0709155346819212,0.343859491119848,0.248960283109351,0.131482082554354,-0.0417209352765759,-0.643548063933849,-0.269104972295463,-0.717689320258796,0.244773169358571,0.132899173875921
35,4,advectivische_constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Zijn ego is voldoende groot.,Zijn ego is groot voldoende.,,,Manual,3.325,1.545454545,1.7795454550000005,0.52173376083374,0.348571696911346,0.166514467701993,0.322073551625098,0.483123715784711,0.582448421331884,0.140983104705811,-0.899546715948317,0.668203303741393,0.898421459132805,-0.0280641078948971,0.553410233712798
36,5,advectivische_constituent,5. Subordinate Clauses,Bijzinnen,(We zijn niet) geneigd (om) dit zomaar voorbij te laten gaan.,(We zijn niet) geneigd dat we dit zomaar voorbij zouden laten gaan.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans150403lingtopic,ANS,5.0375,2.538461538,2.499038462,0.567843390114251,0.262052594808583,0.37491101422281,0.213454458141643,0.223622458068494,0.36727899464069,0.309149798224954,0.548822030989669,0.434293550838361,0.588352464007067,0.14858257444132,0.333018667534756
37,5,advectivische_constituent,5. Subordinate Clauses,Bijzinnen,(Jan is altijd) bereid (om) te helpen.,(Jan is altijd) bereid dat hij zou helpen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans150403lingtopic,ANS,6.5625,1.153846154,5.408653846,0.962659414248034,0.956907372488335,1.1315389339185,1.10859505459666,1.25059947002058,1.33079807830315,0.652065575777829,1.67419229665653,1.4501962272824,1.16300068741951,0.43276477727023,1.19195176255113
38,5,advectivische_constituent,5. Subordinate Clauses,Bijzinnen,(We zijn niet) bereid (om) te luisteren.,(We zijn niet) bereid dat we zouden luisteren.,,,Manual,6.175,1.461538462,4.713461538,1.27891239794818,0.707776898052543,0.622823630024989,0.837754965169976,0.809020556190565,0.836885105476055,0.440827432569568,1.48210583075744,0.559932883900114,0.998456662616713,0.479535736820915,0.768670129929281
39,5,advectivische_constituent,5. Subordinate Clauses,Bijzinnen,(Ze zijn niet) geneigd (om) te vechten.,(Ze zijn niet) geneigd dat ze zouden vechten.,,,Manual,4.831730769,1.8,3.031730769,1.09632729075172,0.692837254687523,0.591622456163169,0.661419640481472,0.452903091643627,0.794192347295272,0.398041945237379,1.25683693001546,0.433596972879433,1.00897977159584,0.517046760429036,0.677939891559072
40,5,advectivische_constituent,5. Subordinate Clauses,Bijzinnen,(We zijn niet) in staat (om) te begrijpen.,(We zijn niet) in staat dat we zouden begrijpen.,,,Manual,2.8221153845,1.4,1.4221153845,0.976348117445455,0.851694025464045,1.03443607423299,0.763235902728047,0.604307309602155,0.685551546958595,0.241020897456579,1.11120826010457,0.639864587549164,1.56439077645052,0.593237469593684,0.59749905623903
41,5,advectivische_constituent,5. Subordinate Clauses,Bijzinnen,(Peter is altijd) van plan (om) te slagen.,(Peter is altijd) van plan dat hij zou slagen.,,,Manual,4.5625,1.3,3.2625,0.472226199778643,0.453130117369749,0.59735131157296,0.621453773230314,0.791236521588871,0.360147469677031,0.47754781359718,0.652618649548065,0.670479533077196,0.625184560365354,0.0668897935838411,0.369330757297575
42,6,adpositie_constituent,6. Pronominal Adverbs,Voornaamwoordelijke bijwoorden,Je moet tenslotte ergens in geloven.,Ergens in moet je tenslotte geloven.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15741673051642495,Manual/ANS,6.7375,1.230769231,5.506730769,1.93822334210078,0.621990528947814,0.594070726927991,1.20064792125534,1.25875127381588,1.84447845656541,0.112567085689967,-0.207113893826802,0.461136812969926,1.47422275422141,0.821534469014122,1.76673029615025
43,6,adpositie_constituent,6. Pronominal Adverbs,Voornaamwoordelijke bijwoorden,Nergens wordt echt diep op ingegaan.,Nergens op wordt echt diep ingegaan.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15741673051642495,Manual/ANS,5.45,1.384615385,4.065384615,0.785819202661514,0.570407826953249,0.271318480327653,0.485962476894761,0.522527804222661,0.548599323497001,0.193529475818981,-0.16766899282282,0.410742334124568,0.0027284041512754,0.0712213069200516,0.532654350572277
44,6,adpositie_constituent,6. Pronominal Adverbs,Voornaamwoordelijke bijwoorden,Hij heeft overal een mening over.,Overal over heeft hij een mening.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15741673051642495,Manual/ANS,6.875,1.384615385,5.490384615,1.80922794217865,1.03694091240565,1.37376813756095,0.426042183612783,1.34563157157714,0.682684920443636,-0.251725811428493,2.58536438755691,0.851385001586297,1.08188124554646,1.13874073113714,0.645977018426897
45,6,adpositie_constituent,6. Pronominal Adverbs,Vijf typen voornaamwoordelijke bijwoorden,Eigenlijk lijkt het voorwerp op niets dat ik eerder heb gezien.,Eigenlijk lijkt het voorwerp nergens op dat ik eerder heb gezien.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-16000874747697907,ANS,4.985576923,2.2,2.785576923,-0.251537115736441,-0.0587199038746933,0.0687475556346944,0.273133300202629,0.58344369531943,0.231932929860296,-0.121366432734897,-0.0105668171308935,0.0312668439728441,-0.143012863450817,-0.004393629052422,0.210301441731618
46,6,adpositie_constituent,6. Pronominal Adverbs,Vijf typen voornaamwoordelijke bijwoorden,Ik steun haar in alles wat ze doet.,Ik steun haar overal in wat ze doet.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-16000874747697907,ANS,6.5576923075,3.4,3.1576923075,1.31061213463545,0.531096467867684,0.662493502243588,0.644368559435511,0.588133111625211,0.995294159423793,0.168844223022461,0.832528836178508,1.01451794606295,0.824864933500066,1.22226542979479,0.968852570369983
47,6,adpositie_constituent,6. Pronominal Adverbs,Opeenvolgend of los van elkaar?,Verftekeningen lagen op stapels gekwakt ... Nergens stond een titel of datum op.,Verftekeningen lagen op stapels gekwakt. Nergens op stond een titel of datum.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15741603637922556,ANS,4.985576923,1.8,3.185576923,-0.449042925611138,-0.19848994417461,0.0152230510160463,-0.0953216083925565,-0.105821528751187,-0.0430708576567231,-0.0646792366391136,2.30304204041908,-0.525940604386447,0.206090542270395,-0.579063579440117,-0.0621872216816644
48,5,advectivische_constituent,5. Subordinate Clauses,Bijzinnen,(Piet is niet) bereid (om) te stoppen met roken.,(Piet is niet) bereid dat hij zou stoppen met roken.,,,Manual,6.619230769,1.75,4.869230769,0.365199976624586,0.666812837148219,0.613248558422806,0.599468568391684,0.851023760152101,0.546372248962547,0.254998690941754,0.535284970798077,0.812254346562458,1.01495219945064,0.264779602105801,0.480090336343791
49,5,advectivische_constituent,5. Subordinate Clauses,Bijzinnen,(Hij is niet) gewend (om) aan de kant gezet te worden.,(Hij is niet) gewend dat hij aan de kant te worden gezet.,,,Manual,6.2615384615,1.5,4.7615384615,0.166584150280271,0.147346560862895,0.0539539393919863,0.403486189907907,0.917453205073252,0.737101269957585,0.100043486925513,0.847236432784443,0.803162072695947,1.0039386535771,-0.521798576343627,0.699923953610031
50,5,advectivische_constituent,5. Subordinate Clauses,Bijzinnen,(Hij is niet) van plan (om) te helpen.,(Hij is niet) van plan dat hij zou helpen.,,,Manual,6.476923077,1.5,4.976923077,0.596202257907752,0.737003079307864,0.619898435776919,0.80364471313854,0.977666264456154,0.967475219140761,0.512829108465287,1.0032318413891,0.60649409145323,0.786688677496499,0.0590048188512977,0.89105848869464
51,6,adpositie_constituent,6. Pronominal Adverbs,Op de eerste zinsplaats,Door de tranen kon ik niet meer lezen. Overal kwam snot uit.,Overal uit kwam snot.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15936793453283360,ANS,4.8846153845,1.5,3.3846153845,3.06107570116337,3.35621680577699,3.55863978310411,2.23250560667366,3.04896072037518,2.0686551627703,0.378069313523037,5.61650490195923,2.20330365336628,5.49736510434221,2.77581359881621,1.98540121417027
52,6,adpositie_constituent,6. Pronominal Adverbs,Op de eerste zinsplaats,Waar ga je naartoe?,Waarnaartoe ga je?,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15936793453283360,ANS,6.219230769,2.5,3.719230769,1.99918074905872,1.32244527982402,2.01485861837864,1.21144273376974,1.4139908916959,3.53706184636592,-0.687094790594918,0.765467256307602,3.36856356358304,0.832985280048368,1.61045999452472,3.45894549127856
53,7,werkwoordelijke_constituent,7. Group-Forming and Non-Group-Forming Uses of Verbs,Groepsvormend en niet-groepsvormend gebruik van werkwoorden,Hij zei dat hij de kraanvogels graag wilde fotograferen.,Hij zei dat hij de kraanvogels wilde graag fotograferen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050102lingtopic,ANS,5.931818182000001,1.888888889,4.042929293,1.15696138143539,0.340371543488887,0.180186543654902,0.553760082025705,0.258283613034605,0.541918670355451,-0.129105421213003,0.703333216553022,0.267932393649757,2.43573377686194,0.453203386068344,0.565705049505182
54,7,werkwoordelijke_constituent,7. Group-Forming and Non-Group-Forming Uses of Verbs,Groepsvormend en niet-groepsvormend gebruik van werkwoorden,Ze was dat boek gaan lezen omdat ze gehoopt had er iets uit te leren.,Ze was dat boek gaan lezen omdat ze er iets uit had hopen te leren.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050102lingtopic,ANS,4.715909091,3.0,1.7159090910000003,0.414692745606104,0.50415089500726,0.511788111128397,0.420170991492438,0.516395217534749,0.457132864803171,-0.0086140102810325,0.500256687206657,0.381877750044039,0.418064512014907,0.389302307367325,0.45122525339569
55,7,werkwoordelijke_constituent,7. Group-Forming and Non-Group-Forming Uses of Verbs,Groepsvormend en niet-groepsvormend gebruik van werkwoorden,Ik had gehoopt dat Dick dat artikel intussen aan de redactie had geprobeerd door te sturen.,Ik had gehoopt dat Dick dat artikel intussen had geprobeerd aan de redactie door te sturen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050102lingtopic,ANS,4.9204545455,4.0,0.9204545455000002,-0.0613521957420744,-0.0871756787299613,-0.0670530348683571,0.161891342212374,0.282154001840476,0.20785313527561,-0.0196688802618734,-0.272561578649881,0.0149638003410169,-0.125329217265244,0.0964841842651367,0.188115546413778
56,7,werkwoordelijke_constituent,7. Group-Forming and Non-Group-Forming Uses of Verbs,Groepsvormend en niet-groepsvormend gebruik van werkwoorden,Ik had gehoopt dat Dick dat artikel intussen aan de redactie had proberen door te sturen.,Ik had gehoopt dat Dick dat artikel intussen had proberen aan de redactie door te sturen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050102lingtopic,ANS,4.361111111,2.181818182,2.1792929289999994,0.30604263744317,-0.0357432813573353,0.0217175583087803,0.266110078722704,0.319068270825762,0.38702537854848,-0.0769100691142839,-0.260361452807525,0.103611999979793,0.257418735240935,0.173094714060426,0.357827366551366
57,7,werkwoordelijke_constituent,7. Group-Forming and Non-Group-Forming Uses of Verbs,Groepsvormend en niet-groepsvormend gebruik van werkwoorden,Ik zag hoe Bregje de bal door de opening probeerde te krijgen,Ik zag hoe Bregje de bal probeerde door de opening te krijgen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans18050102lingtopic,ANS,5.958333333500001,4.909090909,1.049242424500001,0.0709683292924046,0.0697739896575165,-0.10266692768533,0.092705994048516,0.0198470158047366,0.0928683281343963,-0.226075154893538,0.745063667627405,-0.321281941129735,-0.576236800128005,-0.206248052827604,0.0624137822843513
