Llama2_chat_corr_score,Llama2_chat_wrong_score,Llama2_chat_right
-4.783337521264912,-5.389388578219546,True
-7.278803666432698,-8.300820861543928,True
-4.127962350845337,-5.434688717126846,True
-4.254155870061368,-6.149994154771169,True
-6.5645516276359555,-5.533829000675016,False
-3.4238958913215005,-3.4391460128244944,True
-5.805594656202528,-6.577086197005378,True
-3.0442664358362723,-3.561851110055365,True
-4.960755740609279,-6.992689609527588,True
-5.411231753519839,-7.485495499202183,True
-5.009536450984887,-6.508574366569519,True
-3.999581168130548,-7.175816377003987,True
-3.891711394936647,-7.685155987739563,True
-4.1876850770786405,-6.646462619304657,True
-3.915698724975135,-7.519209596845839,True
-4.453576679548456,-5.489197933697142,True
-4.670694084931165,-5.352208155310816,True
-4.725085999816656,-4.981232861677806,True
-5.978207811713219,-7.017871175493513,True
-4.950571688409481,-5.099293342325836,True
-3.9482172713271044,-4.928755904221907,True
-6.72244367838305,-7.331833844538778,True
-5.256888518109918,-6.7685814542429785,True
-3.0229825782947817,-3.293133947855005,True
-4.146212546597235,-5.029181790351868,True
-3.9400617851431226,-4.420558948493139,True
-5.390925139933825,-6.543537735939026,True
-3.29968848451972,-4.237268189589183,True
-4.162088684737682,-5.157642692327499,True
-5.687049489261375,-5.95986830862239,True
-4.3225615683784575,-4.251646033696536,False
-3.5146830506114797,-3.681197518313473,True
-3.5000436522890457,-3.814982371118206,True
-3.155746077610688,-3.4145058494230565,True
-4.363586029410362,-4.746142500638962,True
-5.131130985915661,-5.8951767683029175,True
-4.749484598636627,-5.492921426892281,True
-4.460927627204607,-6.104755878448486,True
-3.9630098186144096,-6.986376762390137,True
-3.898656625469977,-6.139705154630873,True
-3.763439572941438,-6.94351124101215,True
-4.206785298444712,-6.832306755913629,True
-4.491697341468858,-7.744853632790702,True
-4.789797781500965,-8.952550649642944,True
-4.98041430190723,-7.795995507921491,True
-3.143633974282868,-5.3315704703331,True
-4.680718449503184,-5.610791897773742,True
-3.2985340854026037,-4.101084741679105,True
-5.16437250831061,-5.545286153908819,True
-4.104293794732075,-6.474274754524231,True
-4.321567301327984,-5.449948496288723,True
-4.4528776640072465,-5.019254565238953,True
-4.481833631793658,-5.023113959365421,True
-3.449068868876731,-3.823979883099541,True
-4.299282550929153,-5.430821484847651,True
-5.273712664516642,-5.884599750395864,True
-4.164092337904388,-5.0804055502521805,True
-4.4367324776326615,-4.973667919573685,True
-4.405055782891577,-4.9357891876104985,True
-4.003719079231622,-4.692706558672297,True
-4.82764104666785,-5.398505900569337,True
-4.792091244459153,-5.819608457918678,True
-3.7555912170973897,-4.8621988383509835,True
-5.030638093463494,-5.378331965565061,True
-4.374484877321212,-5.13513122452423,True
-4.711986501401043,-5.422860280127497,True
-3.8165511731743154,-4.5388209188000905,True
-4.45521925176893,-4.919879816738622,True
-4.7360359934173175,-5.276018275186653,True
-5.068197228014469,-5.724319223562876,True
-4.78723798262763,-5.652992767328397,True
-4.405055782891577,-4.9357891876104985,True
-4.82764104666785,-5.398505900569337,True
-5.841701052018574,-6.508508865649883,True
-5.5952629659857065,-6.8008008278333225,True
-3.8395527029565226,-4.462376332981512,True
-4.355455245263874,-4.947077701427043,True
-3.827762764117991,-4.8621988383509835,True
-5.170585989952087,-5.7679373015250475,True
-4.124483388538162,-4.737731946960968,True
-4.811896887235344,-4.86585082662733,True
-5.219813519452388,-5.839711955229307,True
-3.467394916954661,-3.790714168666801,True
-4.576069142642276,-5.5946291082239314,True
-4.82764104666785,-5.398505900569337,True
-4.640178448458513,-4.821173390125235,True
-4.46144320028543,-5.473485494730994,True
-4.096803291100514,-4.886504563605801,True
-4.64766119630076,-5.211129115397731,True
-4.8221890869386055,-5.5397830456495285,True
-5.943596297076771,-6.454677934830006,True
-4.755405706079567,-4.972991731483489,True
-5.664442526442664,-6.472269480045025,True
-4.429652316627713,-4.844428972775737,True
-4.952260937287065,-5.49992268178612,True
-4.8669117831180175,-5.863327892509495,True
-4.503633710338423,-5.431052040258821,True
-4.146294951002346,-5.0404888115823265,True
-4.385469395633074,-5.079522918105795,True
-5.482680197556814,-6.395240868840899,True
-5.493333360978535,-6.319336666510655,True
-5.273712664516642,-5.884599750395864,True
-4.358995393224177,-5.363162795314565,True
-4.603594665726026,-5.197665392654017,True
-4.925221026633293,-5.196539506960947,True
-4.83446509970559,-6.2082332372665405,True
-4.377306806047757,-5.028675522123065,True
-4.7713856624799185,-6.558838328719139,True
-6.312881916761398,-6.655650615692139,True
-4.572713458989958,-4.647078275299767,True
-5.50436840057373,-7.03756856918335,True
-5.004235002729628,-6.5598212944136725,True
-2.71579876123643,-3.4693485785641576,True
-3.6207272048296337,-3.7578857178987866,True
-2.7257624970847507,-5.686825175339786,True
-4.49123861840538,-6.551597671849387,True
-5.043340400559828,-4.644380344750567,False
-2.968189298431389,-3.2421095481158457,True
-3.911821444014398,-4.769463350375493,True
-3.3577218274286045,-4.943052527750842,True
-3.669506235063697,-3.919159355456941,True
-2.9367088161148045,-3.5897273113056145,True
-3.43812634196553,-5.541745220124722,True
-2.9766247571096756,-3.04537231274437,True
-4.2133093780527515,-4.87580288029634,True
-4.517644995857996,-4.532868046874042,True
-2.3580609843589224,-4.088116040236715,True
-3.7922303778895485,-4.410826126191144,True
-4.605168051217333,-5.575171444481904,True
-4.505682289431041,-4.664425131949511,True
-3.895542924793867,-4.7497957944869995,True
-4.505253946375368,-4.532952846792925,True
-4.824774038791657,-5.369142496585846,True
-3.8544152691792988,-4.332526302321639,True
-4.112013272824697,-4.934490092595419,True
-6.063841472972523,-6.4195933667096226,True
-3.8371924397225183,-4.097224179903666,True
-2.794515516470967,-3.96616019293142,True
-2.633075992713348,-2.694556217357173,True
-2.933772257171804,-3.4070739347849406,True
-2.709133601887879,-3.167083207338762,True
-3.453229841310531,-4.801102923086057,True
-2.670741233887019,-3.717242771122498,True
-3.84020018156516,-4.039205794871668,True
-4.394744161885746,-5.444035694576227,True
-4.1997356912807415,-7.758375474384853,True
-4.48037876188755,-6.49523738026619,True
-3.5531703755259514,-6.562004417181015,True
-4.612033946173532,-5.70619705745152,True
-3.616354686109369,-6.3323407835430565,True
-3.88372192681373,-6.2779170870780945,True
-3.9175354851266513,-6.825010736783345,True
-2.8747529154643416,-5.201101999391209,True
-3.1336726193417452,-3.4178663427959517,True
-3.1336726193417452,-3.1626398120442034,True
-3.1336726193417452,-3.649212620009383,True
-3.1336726193417452,-3.3138591629966476,True
-3.601442748772873,-4.11323085990127,True
-3.8555413820182105,-3.7884883471498534,False
-3.974487769266556,-3.9962053275753364,True
-4.284568890655646,-4.181901962970317,False
-3.575164652429521,-4.116948557429407,True
-3.902435839125506,-4.0436690076908235,True
-2.511629504650565,-3.0937415909845316,True
-3.5240290966207146,-4.823115869026099,True
-2.9023723928320186,-3.600977809833629,True
-3.31716196599106,-4.3741664363692205,True
-3.2237922642816557,-4.347476124965275,True
-4.069487330649281,-4.755037488344197,True
-3.5013327437991393,-4.4987636820224,True
-2.7028299739506716,-3.2888071251412234,True
-3.705266876902897,-4.061110649630427,True
-3.6566072250596853,-4.564418835661074,True
-3.204108327358531,-3.8719052374362946,True
-3.9487113756835104,-4.927193820154151,True
-3.0064971290345195,-3.779435179196298,True
-3.0829266081191844,-3.787467689059364,True
-3.3276159362368554,-4.162690388246639,True
-3.558524570589985,-4.392928370773526,True
-3.4974695259963764,-4.303360617947944,True
-3.5510944413669807,-4.236332877273006,True
-3.7257265851188164,-3.8863536519213366,True
-3.7020942643911647,-4.7259424310177565,True
-4.008964699649368,-4.361994870821945,True
-4.306886244316896,-5.082467147282192,True
-2.7100016619053506,-3.0356943983921236,True
-3.0539071946328074,-3.12900426015748,True
-3.5321245694580927,-3.7453252573070452,True
-3.6444635892266355,-4.170353584073703,True
-3.2172271142403286,-3.8763689078390597,True
-3.2143136784230593,-3.5626098735359846,True
-4.029413011670113,-4.797604540983836,True
-3.1742951017367886,-3.464908989091568,True
-3.0616844067287277,-3.3400950511857443,True
-2.6459711194540434,-3.1662758549064165,True
-3.8827401153510435,-4.080330066467286,True
-3.171949235744614,-3.4460880778084175,True
-3.4765532526182343,-3.8698665135307238,True
-3.140528685238678,-3.5236035691644063,True
-3.7296111371198837,-4.168634112268179,True
-2.9211324275912425,-3.693741600960493,True
-3.2061617030949012,-3.7317205988503317,True
-3.2495909148827193,-3.5987177561968564,True
-5.154906452766487,-4.853787254128191,False
-3.7942779847265533,-3.668778402764084,False
-4.532474305294454,-5.46139724329114,True
-5.255256503820419,-3.656186969664234,False
-4.9732132879170505,-4.356948988368878,False
-3.9595831967043607,-3.73897621443925,False
-5.283230090141297,-4.40081757077804,False
-3.669722995026789,-3.456833938097892,False
-3.914383810944855,-4.321330372492472,True
-4.327009034271423,-5.082013912498951,True
-4.943418074399233,-5.336694946885109,True
-4.601171750575304,-5.108609971675006,True
-5.311434081622532,-5.283572749131256,False
-5.250234495848417,-4.467687968503345,False
-4.951827670846667,-6.30096772313118,True
-4.197545570398991,-4.918187410198152,True
-5.370809464050191,-5.2819372283087835,False
-4.866251931991428,-5.0451198348568544,True
-4.284613539783382,-4.167767833599723,False
-4.469638529419899,-4.215305051207542,False
-4.513879356608312,-4.55462947094606,True
-4.173346701477255,-4.103723245650707,False
-2.7150886791504187,-3.2624174885998705,True
-4.389614703009526,-4.853344492963515,True
-3.306014276138376,-3.520110010332428,True
-3.3650090400129558,-3.468538695969619,True
-2.552287374513071,-2.860079935998061,True
-3.2646827075222973,-3.691795859078411,True
-2.574223563156718,-2.763896888019291,True
-4.089539135619998,-4.080595295876265,False
-4.311953347590235,-4.127262186672953,False
-4.765034236726077,-4.458798097408897,False
-3.409672199083226,-4.092823592387139,True
-4.4899671323707,-4.710745888652609,True
-4.729466340285452,-4.941359979511403,True
-4.948358442634344,-4.881670797243714,False
-4.650757831247414,-4.5742056895704835,False
-3.8330005422672806,-4.364753682823742,True
-4.326456840688479,-4.483955860909191,True
-5.101139145408524,-5.039776521503882,False
-4.51058486259232,-4.48657112260763,False
-4.722324505506549,-4.918492776865605,True
-2.669250875823309,-3.0269147118524415,True
-2.999153305486743,-3.445815092002249,True
-2.574139957115061,-3.1855558232281886,True
-3.9876353565998994,-4.345090998344988,True
-2.4738220264450015,-2.840227315803748,True
-3.056720819656107,-3.1505905251965487,True
-3.5969106664446633,-3.888996795557822,True
-2.442240862124707,-2.816220568802963,True
-5.11399507895112,-5.877752065658569,True
-4.316531242536647,-4.7136793199640055,True
-2.987088951161131,-2.8925645482617814,False
-4.125119379574531,-3.8508085225708784,False
-4.482822829463711,-4.496432751562679,True
-3.838785467730486,-3.708869974151076,False
-3.388957521109229,-3.3454399305606786,False
-4.642873948153395,-4.7506778019846285,True
-3.630420765529076,-3.4712674716221437,False
-3.6820444047379377,-4.1340965848149995,True
-4.2574308056097765,-4.10924407740434,False
-4.014396432903595,-4.419381750437121,True
-3.7033085439886366,-3.6409777572378514,False
-3.7430373561353636,-4.613122597336769,True
-4.496104354758493,-4.829129239499924,True
-3.8048809808989366,-4.125983273983001,True
-2.934562478485639,-3.2439858270996007,True
-3.9571164554950817,-3.5378404508273187,False
-3.8558517261352834,-4.183853604391598,True
-3.5347847625586533,-3.5228551352020903,False
-3.3837303825365823,-3.1813573836824736,False
-4.556805420243605,-4.554416158024899,False
-4.841778908882083,-5.1230677012354136,True
-3.9887016154825687,-4.470941081206547,True
-3.8783542073342687,-3.750397480909669,False
-4.46833496905856,-4.636018792385585,True
-3.897214038297534,-3.9656339220236987,True
-3.4319636877781403,-3.937407993649443,True
-3.5299360317876562,-3.6776197999715805,True
-5.010380361384402,-6.427626371383667,True
-2.098825421395635,-2.092506221556687,False
-2.3605817066854797,-2.267712829340553,False
-2.2711531775275944,-2.09676734304041,False
-5.450993498476843,-4.89541974128224,False
-4.001373687320245,-4.0255049188105785,True
-4.372562780790031,-4.729433375597,True
-4.372562780790031,-4.6699811289707815,True
-3.40538890990946,-3.369491397506661,False
-2.1051185236232084,-2.2613393899904293,True
-4.321690406091511,-4.304414069245103,False
-3.0682388365068776,-4.78977500685406,True
-4.122194529937198,-4.049848662273559,False
-3.131869038352939,-3.2042244655089096,True
-3.084407392381267,-3.263574981553988,True
-2.796092999811305,-2.843745213866701,True
-2.59038333655432,-2.612837444646478,True
-3.18139036984488,-3.84205548617023,True
-3.27420314858797,-3.6239417400345126,True
-5.227070058385531,-5.254764308532079,True
-2.657822803307378,-2.7736326133460047,True
-3.0381150147271967,-3.372190654371934,True
-5.124040856957436,-5.579127858464535,True
-3.8460489078179787,-3.9225616927111617,True
-3.9622279095109922,-4.452372396635318,True
-4.004642308806857,-4.069031013326109,True
-4.939250057423488,-5.19915767647326,True
-2.7239825136726683,-3.267613761101499,True
-3.94956939065014,-3.7995647640402295,False
-2.9789816975438232,-3.548966150662712,True
-3.670164866823273,-3.9971821524330022,True
-4.432631434614938,-4.959712716529258,True
-3.821761162709057,-4.097328962517592,True
-2.9420938318668814,-3.6865676188914986,True
-2.9420938318668814,-3.8081813974575582,True
-3.327327607490588,-3.5017225485426025,True
-3.327327607490588,-3.74338043896023,True
-3.5452516330896664,-4.59748692372266,True
-4.039525864551251,-3.873807917985687,False
-5.200879907608032,-5.537535589933396,True
-3.4953478978215053,-4.747205949746645,True
-2.7712562076528284,-2.9198798933494423,True
-3.4678398852886043,-3.6739906104906512,True
-2.767670668080245,-2.996716990290588,True
-4.890774596068594,-5.293254832426707,True
-4.7983651307742825,-4.606898952888934,False
-2.676088997365749,-3.0184606490164536,True
-2.9119438048719135,-2.946763538711346,True
-4.12825526669036,-4.39142370594584,True
-3.5991029609438208,-3.650369707805415,True
-3.7611707407049835,-3.742329902064643,False
-3.293465751517751,-3.3108324650154253,True
-2.7366639326077844,-3.145589244948827,True
-3.006597958139058,-3.651779492857474,True
-3.3207149646186735,-3.5803262317203917,True
-3.226667196470468,-4.433261898167257,True
-3.909745974680603,-4.62524296912743,True
-4.82530963999064,-5.422612205846235,True
-3.907209288239336,-4.3397453790888765,True
-4.133836019370291,-4.168570805897212,True
-4.252746660731241,-4.6241458237119435,True
-3.8461914275003917,-3.832200798376059,False
-3.3148317526812163,-3.619978434238614,True
-3.39854960751665,-3.3919037954628415,False
-3.1002816463271086,-3.5976018195797224,True
-6.010513618588448,-6.262638633449872,True
-5.078656698266665,-5.30156284570694,True
-3.6688024925712783,-4.365097969613719,True
-4.5253988320240754,-4.9960053627379235,True
-4.643511644355245,-5.300664711958514,True
-3.896766506337659,-4.300768991785222,True
