GPT_corr_score,GPT_wrong_score,GPT_right
-3.967748689651489,-5.11649219195048,True
-4.17813196182251,-5.2825257778167725,True
-4.257161808013916,-5.300582718849182,True
-4.305928150812785,-6.076327244440715,True
-4.279575129350026,-5.808793862660726,True
-4.841505718231201,-5.983417558670044,True
-4.578823852539062,-6.406394839286804,True
-5.042424869537354,-6.104254817962646,True
-4.63427882194519,-5.780331420898437,True
-3.6566198484173844,-4.919587434668626,True
-4.787124490737915,-6.497846841812134,True
-3.791659879684448,-5.861527824401856,True
-4.633836579322815,-5.682522853215535,True
-3.792669486999512,-5.323874870936076,True
-4.609888195991516,-6.55254602432251,True
-3.9497579112648964,-4.559995055198669,True
-3.9497579112648964,-4.317991542816162,True
-5.014309108257294,-7.772585868835449,True
-5.568903207778931,-7.462843020757039,True
-6.833913087844849,-9.746575037638346,True
-3.3843085169792175,-5.045195174217224,True
-6.884344458580017,-9.036589781443277,True
-6.08612930898865,-11.290292104085287,True
-7.884816527366638,-11.165168444315592,True
-7.690561354160309,-9.513131777445475,True
-4.503877639770508,-5.810145378112793,True
-4.367417126893997,-5.484845757484436,True
-4.077230954170227,-5.701161841551463,True
-3.9723482012748716,-5.8066699504852295,True
-4.212289714813233,-5.462451839447022,True
-4.29561128616333,-5.22808609008789,True
-3.069220374027888,-5.342186113198598,True
-3.575831949710846,-5.928451846043269,True
-3.523012161254883,-5.18381826877594,True
-4.265355205535888,-6.4877204418182375,True
-5.695551562309265,-7.339841365814209,True
-2.8097170193990073,-3.518907002040318,True
-6.278239059448242,-7.9675439357757565,True
-3.5936452865600588,-3.703076982498169,True
-3.9655786991119384,-7.091610670089722,True
-4.952101707458496,-6.71300950050354,True
-4.82617769241333,-6.12397438287735,True
-4.208511161804199,-6.2034728050231935,True
-4.591908407211304,-7.037551021575927,True
-4.118545198440552,-6.962249457836151,True
-4.644553852081299,-5.243694504102071,True
-5.232586407661438,-7.415525019168854,True
-4.706715369224549,-7.764578819274902,True
-5.8762418031692505,-7.868888467550278,True
-5.643530559539795,-8.009206265211105,True
-5.224081635475159,-7.034260034561157,True
-5.862334775924682,-8.534174680709839,True
-5.525719296932221,-7.876169681549072,True
-4.435651564598084,-6.926213502883911,True
-1.9142882653645106,-3.0583804845809937,True
-4.0816330909729,-6.574263858795166,True
-4.458498573303222,-6.156297874450684,True
-5.836815428733826,-7.128665852546692,True
-4.634721326828003,-6.239586544036865,True
-6.089037227630615,-8.268205881118774,True
-6.325323176383972,-7.787937700748444,True
-4.640813860026273,-4.827195785262368,True
-5.883078408241272,-6.404812169075012,True
-3.6890573501586914,-4.885760051863534,True
-1.9422973891099293,-2.8413200676441193,True
-3.453682371548244,-4.4186668906893045,True
-4.55654125213623,-6.021396279335022,True
-4.393751573562622,-5.900473570823669,True
-4.324507522583008,-7.652318000793457,True
-4.651974844932556,-7.076883316040039,True
-5.277992820739746,-7.110256767272949,True
-5.220335459709167,-7.7566826939582825,True
-5.41752028465271,-8.086885356903077,True
-5.471237897872925,-7.319720149040222,True
-4.815876078605652,-5.718010485172272,True
-4.662642168998718,-6.797737979888916,True
-4.709071445465088,-6.244579792022705,True
-4.2626111030578615,-6.264320158958435,True
-3.328481435775757,-5.137310123443603,True
-5.86129207611084,-7.629983067512512,True
-4.49966561794281,-6.476355314254761,True
-5.0132955551147464,-6.792061352729798,True
-4.251205396652222,-6.396578598022461,True
-4.493491458892822,-6.112108421325684,True
-4.320073880503575,-4.887917270617826,True
-4.611616508527235,-5.574275922775269,True
-4.329063852628072,-4.809310241179033,True
-5.002822680906816,-6.172365772724151,True
-4.9947053302418105,-6.081890535354614,True
-4.1686696501878595,-4.528145924210548,True
-4.569093810660498,-5.253485409113077,True
-4.279795666535695,-4.796658266674388,True
-5.281717755577781,-6.2994896411895756,True
-4.224581314967229,-5.241023605520075,True
-4.704221140254628,-5.786297869682312,True
-5.010346919298172,-6.115835720842535,True
-4.5844360291957855,-5.1577184200286865,True
-4.706371456384659,-5.577444813468239,True
-4.537837321559588,-5.0860529433597215,True
-4.504827602343126,-5.321215736865997,True
-5.116482367118199,-5.91452331976457,True
-4.689589939334176,-5.653536784648895,True
-4.1686696501878595,-4.528145924210548,True
-4.279795666535695,-4.796658266674388,True
-4.513471444447835,-5.095890652049672,True
-5.162043939034144,-5.950349200855602,True
-4.610200193795291,-5.889112591743469,True
-4.916409828446128,-6.012737119197846,True
-4.26467548807462,-5.241023605520075,True
-5.185526520013809,-5.657752719792453,True
-4.817649524945479,-5.1828495015700655,True
-4.204709815979004,-4.371293966259275,True
-4.412959734598796,-5.009161992506548,True
-4.3003021970391275,-4.791783421433398,True
-4.772347619136174,-5.701670960946516,True
-4.279795666535695,-4.796658266674388,True
-5.043633649746577,-5.415417996319857,True
-4.860900629650462,-5.935321307182312,True
-5.193065404891968,-6.114028644561768,True
-4.458469231923421,-5.259963024746288,True
-4.972499975791345,-5.653497775395711,True
-5.181365641680631,-6.096534597873688,True
-5.284100329875946,-6.295538504918416,True
-5.111746501922608,-6.380888594521417,True
-4.60304257273674,-4.96294105052948,True
-4.563726931810379,-5.067599827593023,True
-5.047440474683588,-5.922091436386109,True
-5.198873530734669,-6.042901730537414,True
-5.169293826276606,-5.92423312664032,True
-5.601818019693548,-6.451051807403564,True
-4.743785463846647,-5.5277138749758405,True
-5.037832349538803,-5.6340566223317925,True
-4.329063852628072,-4.809310241179033,True
-5.396679650653493,-6.194785809516906,True
-3.365605970223745,-5.303829312324524,True
-4.448722769816716,-5.2345419724782305,True
-2.7200072022775807,-4.529235144456227,True
-5.156641926084246,-5.016263536044529,False
-3.926702308654785,-4.028224945068359,True
-3.718083214759827,-4.868807482719421,True
-2.998639609132494,-3.6757380536624362,True
-4.2937986850738525,-6.821313301722209,True
-4.827683734893799,-5.560535573959351,True
-3.925338714076982,-4.547925247297184,True
-5.110334575176239,-5.423609185218811,True
-3.736195343324322,-4.734984040260315,True
-5.591797624643032,-7.742281811577933,True
-4.247369035085042,-4.10575753565018,False
-2.6071365201159526,-3.001604665070772,True
-2.8308960795402527,-4.7525530606508255,True
-4.076233361776058,-6.224264580469865,True
-2.864891607314348,-4.582614302635193,True
-3.493049423313803,-4.744890394931038,True
-3.685807578572123,-5.264196862777074,True
-3.9060814759948035,-3.6545443602583627,False
-2.8905181288719177,-4.201130263507366,True
-5.678329460322857,-5.229286534711719,False
-2.430053084952243,-4.3151279063895345,True
-3.9678438561303273,-4.968210287392139,True
-2.7786491958217487,-3.718250311645014,True
-2.9408416946729026,-4.153193060840879,True
-3.3087461420467923,-5.138298459351063,True
-4.001676406179156,-4.996215060353279,True
-3.2594613631566367,-4.288898817130497,True
-3.692133559121026,-4.916627043485642,True
-3.9459898008240595,-4.194890946149826,True
-4.568882420659065,-4.380533079306285,False
-3.5097090148925782,-3.669046771526337,True
-3.3597707273066044,-3.515234351158142,True
-3.163940024665014,-2.8809622978578164,False
-3.673190353438258,-3.961682664023505,True
-2.702461324632168,-3.02905047138532,True
-3.23454483350118,-4.372282683849335,True
-3.1652039676559713,-3.658105680778034,True
-3.3399543437090786,-3.4254425980828027,True
-3.8915084385999332,-4.325175787555054,True
-4.093780325009273,-7.154856026172638,True
-2.3441093787550926,-4.343290127813816,True
-2.268643409013748,-4.8519008830189705,True
-2.4549758955836296,-3.457646290461222,True
-3.5799458973547993,-6.210162043571472,True
-2.0702100704527564,-4.723868280649185,True
-3.336115300655365,-6.465727433562279,True
-2.556129848957062,-4.0171407699584964,True
-3.560920071601868,-4.2757582545280455,True
-3.560920071601868,-4.554160618782044,True
-3.560920071601868,-4.827184629440308,True
-3.560920071601868,-4.717881453037262,True
-3.078706234693527,-3.4933989802996317,True
-4.217979217180982,-4.156627021438908,False
-4.083141220209654,-4.389183857652824,True
-3.969058458908246,-4.040026788200651,True
-4.224656069806467,-5.095907408744097,True
-3.780521407723427,-4.497033251656426,True
-2.775418281555176,-4.0110731571912766,True
-2.6922490000724792,-5.793727442622185,True
-2.988546185195446,-3.6248071640729904,True
-3.410576179623604,-5.800348937511444,True
-3.4662568039364285,-5.741738451851739,True
-4.5168609619140625,-5.431410804390907,True
-3.4038828760385513,-5.477429628372192,True
-2.4272226649853916,-3.5903154611587524,True
-3.517577350139618,-4.354169920086861,True
-3.3127845327059426,-4.835500756899516,True
-3.3414715975522995,-4.446877896785736,True
-3.557258685429891,-4.869911087883843,True
-3.171813305467367,-4.166791215538979,True
-3.5720996065065265,-4.276451036334038,True
-3.1126184314489365,-4.534900963306427,True
-3.7962101474404335,-5.116622492671013,True
-3.5234344452619553,-4.545765474438667,True
-3.0713008791208267,-4.434859782457352,True
-2.818479225039482,-3.7363492399454117,True
-3.0655097947455943,-4.690547347068787,True
-3.540552759170532,-4.062371921539307,True
-3.947961562209659,-5.2713875903023615,True
-3.818394607305527,-4.925852489471436,True
-3.5620034866862826,-4.0566750288009645,True
-3.751609139972263,-4.477619038687812,True
-3.3128519639372827,-4.45002508610487,True
-3.2799795468648276,-4.003455148802863,True
-3.7987705051898955,-4.274656003713607,True
-3.184317800733778,-4.19796543651157,True
-3.669523994127909,-4.494664377636379,True
-3.3833134987137536,-4.164719836278395,True
-3.0545361981942105,-3.6134122357918668,True
-3.1564018590883776,-4.163382776758888,True
-3.3468007282777266,-3.950373974713412,True
-3.540716826915741,-4.297532647848129,True
-3.5862790712943444,-4.4660236560381374,True
-2.9318174024422965,-3.918376858035723,True
-3.8543079674243925,-4.753128564357757,True
-3.1097763180732727,-3.986367117274891,True
-3.1743280429106493,-4.153566878575545,True
-3.84332937002182,-4.541477847099304,True
-3.8837830622990928,-4.2120387724467685,True
-3.052284906307856,-4.710238791736109,True
-5.735961008071899,-5.551923175652822,False
-3.8821886777877808,-4.2056124740176735,True
-4.483819921811421,-4.186737350055149,False
-7.663912892341614,-7.229673957824707,False
-3.7982852458953857,-3.975326257944107,True
-4.349272176778565,-5.273031022813585,True
-4.089728970745845,-4.878703183597988,True
-5.0602545738220215,-5.833021199703216,True
-4.66178971529007,-5.954099848866463,True
-3.698411613702774,-5.666426277160644,True
-4.6051812171936035,-5.470116354525089,True
-3.649589419364929,-6.26867527961731,True
-4.598995923995972,-6.501959433406592,True
-5.117701679468155,-5.025808921456337,False
-5.305910363793373,-5.394348856806755,True
-4.427520971745253,-4.479263411213954,True
-4.377541399919069,-4.57088413146826,True
-4.762672403454781,-5.173956027626991,True
-4.685300449530284,-4.745545566082001,True
-5.127274967730045,-6.090661317110062,True
-3.7226312424987555,-4.957978244616904,True
-3.8910857521825366,-4.580703715483348,True
-3.980600210527579,-4.254124502340953,True
-2.942696623969823,-4.646030411124229,True
-3.4377450249157846,-5.002616345882416,True
-3.4543742537498474,-5.076734736561775,True
-4.108053453266621,-4.425363011658192,True
-4.76486850976944,-5.000347101688385,True
-4.50043138563633,-4.878498318791389,True
-4.099801955478532,-5.638472165380206,True
-4.844413915276528,-4.920897057652473,True
-4.731187001802027,-4.718151580965654,False
-4.591311994194984,-4.756356939673424,True
-5.236505952477455,-5.620202127099037,True
-4.700364637374878,-5.120754098892212,True
-4.821161365509033,-5.386883735656738,True
-5.0211112886667255,-5.37728240787983,True
-4.960724034905434,-5.1131057173013685,True
-4.892156639695168,-5.036725822091102,True
-2.654430949025684,-3.640326890680525,True
-3.581993739120662,-5.172584339976311,True
-2.933996935561299,-3.797422508895397,True
-2.8277143041292825,-3.8000158154302173,True
-2.6998143141919915,-3.561010428450324,True
-4.190464307367802,-4.902115821838379,True
-3.499679403172599,-4.751554648081462,True
-2.6439127892255785,-3.5132975935935975,True
-4.139689207077026,-6.874204436937968,True
-4.34476038813591,-5.397232208933149,True
-3.2231148025568794,-3.247027102443907,True
-4.158230808046129,-4.155142080783844,False
-3.6252726435661318,-3.4662569923834368,False
-3.696866966210879,-4.004947767807887,True
-3.5213068624337516,-3.998678058385849,True
-4.916079580783844,-5.741370603442192,True
-2.5647636838257313,-3.026469803518719,True
-3.1714441190872873,-3.986053682398051,True
-4.03725778311491,-4.443783203760783,True
-3.679310344159603,-4.1870866947703895,True
-2.854964812596639,-3.633691906929016,True
-3.2074120848306586,-4.573659201463063,True
-4.599376672878861,-5.2401412827047436,True
-3.6895624796549478,-4.8317608965767755,True
-3.286313548994561,-4.1946731535717845,True
-4.282574847660726,-3.4768750068421164,False
-3.6653600472670336,-3.6309902031834307,False
-3.4003799110651016,-3.2830136758940562,False
-3.2583351113966534,-3.093263339996338,False
-3.286290775107987,-3.53284836757709,True
-3.145258069038391,-3.9883746760232106,True
-3.3296204010645547,-4.15912127494812,True
-5.264637749642134,-5.939491271972656,True
-4.147354423999786,-4.775055086612701,True
-4.241869636707836,-5.122576541370815,True
-3.6654797047376633,-4.560557416507176,True
-3.6053735852241515,-3.846397948265076,True
-4.694108426570892,-8.454551696777344,True
-2.6110099391503767,-2.497540047126157,False
-2.8766885589469564,-2.55481019616127,False
-2.715962442484769,-2.519301068569933,False
-4.81346333026886,-4.490930542349815,False
-3.760415019467473,-4.27157990137736,True
-3.534755164926702,-4.347398069771853,True
-3.534755164926702,-4.16816094788638,True
-3.222935676574707,-3.9321026623249056,True
-1.817965913331136,-2.1885621562832966,True
-3.0684958674634495,-3.3720467034727335,True
-2.82243014536798,-4.243550266538348,True
-4.013552480273777,-4.415965967708164,True
-3.2621490359306335,-3.9332978973786035,True
-3.674352456222881,-3.7423514994707974,True
-4.131764291630437,-4.0330908324647075,False
-4.3088862152177505,-4.479073031271003,True
-3.382762851741384,-3.8588753296610188,True
-4.148879066109657,-4.6911977181832,True
-3.01842440366745,-3.4576689124107363,True
-3.1900397176699093,-4.415674293995835,True
-5.004000023007393,-5.673114329576492,True
-5.182725993069735,-5.637520811774514,True
-2.9586752361977813,-3.5010062110800804,True
-5.301391439778464,-6.271817769323077,True
-4.896150380373001,-6.166553005576134,True
-4.167052984237671,-5.493629634380341,True
-3.6607387523565973,-4.704863105501447,True
-4.467831134796143,-4.914423614740372,True
-4.208393399204526,-4.742522120475769,True
-3.6598369223730907,-4.453432355608259,True
-3.4277328881952496,-4.288082030084398,True
-4.624448615312576,-5.737587547302246,True
-3.653431534767151,-4.668096899986267,True
-3.653431534767151,-4.880000865459442,True
-3.4038426445590124,-3.70496423708068,True
-3.4038426445590124,-4.745143476459715,True
-3.655455090782859,-4.570811499248851,True
-4.551980700757769,-5.070114837752448,True
-4.408891129493713,-5.844556903839111,True
-3.139496041668786,-5.225713551044464,True
-2.9657001197338104,-3.917564998070399,True
-4.514378991993991,-5.013345951383764,True
-3.1227244809269905,-3.9462039843201637,True
-4.190272617340088,-5.006033825874328,True
-3.7739651820489337,-3.8143679180315564,True
-2.269384770964583,-3.240320695564151,True
-3.470041267000712,-3.8628658606455875,True
-4.464808797836303,-4.772162508964539,True
-2.868411417681879,-3.711951957899146,True
-4.481882303451689,-4.896210391074419,True
-4.047641670703888,-4.973102569580078,True
-3.7953598499298096,-4.7170021100477735,True
-4.025528156757355,-5.112815511226654,True
-2.8980775638060137,-3.6868331974202935,True
-3.641838683022393,-5.924286272790697,True
-3.831207907758653,-5.068225360475481,True
-4.106929525732994,-4.975809201598167,True
-2.7578277124298944,-3.3947487109237247,True
-4.035717032172463,-4.1236018701033155,True
-3.8439730751243504,-4.451669907028025,True
-3.7097735603650412,-4.086259891589482,True
-4.335198724811727,-4.980441773479635,True
-2.641117493311564,-2.832197273770968,True
-3.5842042952775954,-4.682394265300697,True
-3.427481956779957,-4.107231453061104,True
-3.1902661704354816,-4.015062765942679,True
-3.4006320908665657,-5.054954349994659,True
-4.860441851615906,-6.580876684188842,True
-4.201419168048435,-5.644821325937907,True
-4.131982589309866,-5.32268610867587,True
