"ID","subject","phenomenon","sub_subject","corr_sentence","wrong_sentence","generated","GPT_right","GPT_GroNLP_right","Llama2_right","Llama2_chat_right","GEITje_right","GEITje_chat_right","GEITje_sft_right","GEITje_DPO_right","BERTje_right","RobBERT_right","RobBERT_large_right","XLMRoberta_right"
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Bepaalde en onbepaalde naamwoordelijke constituenten","De Sahara is droog.","Een Sahara is droog.","",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Bepaalde en onbepaalde naamwoordelijke constituenten","De Grand Canyon is diep.","Een Grand Canyon is diep.","",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Bepaalde en onbepaalde naamwoordelijke constituenten","De Eiffeltoren is iconisch.","Een Eiffeltoren is iconisch.","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Bepaalde en onbepaalde naamwoordelijke constituenten","De Sydney Opera House is opvallend","Er is een opvallend Sydney Opera House.","",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Bepaalde en onbepaalde naamwoordelijke constituenten","Het Rijksmuseum trekt veel bezoekers.","Een Rijksmuseum trekt veel bezoekers.","",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Bepaalde en onbepaalde naamwoordelijke constituenten","Het Rijksmuseum heeft een rijke geschiedenis.","Een Rijksmuseum heeft een rijke geschiedenis.","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Bepaalde en onbepaalde naamwoordelijke constituenten","De Eiffeltoren staat in Parijs.","Een Eiffeltoren staat in Parijs.","",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Bepaalde en onbepaalde naamwoordelijke constituenten","De Eiffeltoren heeft drie verdiepingen.","Een Eiffeltoren heeft drie verdiepingen.","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Bepaalde en onbepaalde naamwoordelijke constituenten","De Eiffeltoren trekt veel toeristen.","Een Eiffeltoren trekt veel toeristen.","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Bepaalde en onbepaalde naamwoordelijke constituenten","De Niagara Falls bestaan uit drie watervallen. ","Een Niagara Falls bestaan uit drie watervallen.","",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Bepaalde en onbepaalde naamwoordelijke constituenten","De Niagara Falls zijn 's nachts verlicht.","Een Niagara Falls zijn 's nachts verlicht.","",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Bepaalde en onbepaalde naamwoordelijke constituenten","De Niagara Falls zijn een natuurlijk wonder.","Een Niagara Falls zijn een natuurlijk wonder.","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Bepaalde en onbepaalde naamwoordelijke constituenten","De Taj Mahal is een wereldwonder.","Een Taj Mahal is een wereldwonder.","",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Bepaalde en onbepaalde naamwoordelijke constituenten","Het continent van Europa is klein.","Een continent van Europa is klein.","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","Er is kaas gesneden.","Kaas is gesneden.","uitgesloten",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","Er is kaas gesneden.","Er is kaas een zuivelprodukt.","uitgesloten",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","Kralen maken een effen trui levendiger.","Kralen liggen.","uitgesloten",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","Kralen maken een effen trui levendiger.","Er maken kralen een effen trui levendiger.","uitgesloten",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De dollar is gedevalueerd.","Een dollar is gedevalueerd.","uitgesloten",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De walvis dreigt uit te sterven.","Een walvis dreigt uit te sterven.","uitgesloten",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","Een appel moet je schillen voor je hem opeet.","De appel moet je schillen voor je hem opeet.","uitgesloten",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De dollar is gedevalueerd.","De dollars zijn gedevalueerd.","uitgesloten",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","Het paard is een zoogdier.","De paarden zijn zoogdieren.","uitgesloten",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De mens is al meer dan 100.000 jaar oud.","De mensen zijn al meer dan 100.","uitgesloten",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De tijger is met uitsterven bedreigd.","Een tijger is met uitsterven bedreigd.","",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De zon schijnt fel.","De zonnen schijnen fel.","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De euro is gedevalueerd.","Een euro is gedevalueerd.","",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De pond is gedevalueerd.","Een pond is gedevalueerd.","",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De yen is gedevalueerd.","Een yen is gedevalueerd.","",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De struisvogel dreigt uit te sterven.","Een struisvogel dreigt uit te sterven.","",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De bij dreigt uit te sterven.","Een bij dreigt uit te sterven.","",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De kikker dreigt uit te sterven.","Een kikker dreigt uit te sterven.","",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De leeuw dreigt uit te sterven.","Een leeuw dreigt uit te sterven.","",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De euro is gedevalueerd.","De euros zijn gedevalueerd.","",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De pond is gedevalueerd.","De ponden zijn gedevalueerd.","",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De yen is gedevalueerd.","De yens zijn gedevalueerd.","",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De walvis is een zoogdier.","De walvissen zijn zoogdieren.","",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De koe is een zoogdier.","De koeien zijn zoogdieren.","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De mens bestaat al eeuwen.","De mensen bestaan al eeuwen. ","",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1,"naamwoordelijke_constituent","Bepaalde, onbepaalde, categoriale en generieke naamwoordelijke constituenten","Categoriale en generieke naamwoordelijke constituenten","De gulden is gedevalueerd.","Een gulden is gedevalueerd.","",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 1","De terechtstelling van de misdadiger (was afschrikwekkend.)","De misdadiger terechtstelling (was afschrikwekkend.)","uitgesloten",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 1","De schenking van kadobonnen aan de jarige (was een goed idee.)","De jarige schenking van kadobonnen (was een goed idee.)","uitgesloten",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 1","De verstrekking van kortingsbonnen in een supermarkt (werd gewaardeerd.)","De in een supermarkt verstrekking van kortingsbonnen (werd gewaardeerd.)","uitgesloten",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 1","De restauratie van het oude kasteel (is voltooid.) ","Een oude kasteel restauratie (is voltooid.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 1","De renovatie van de oude wijk (is begonnen.) ","Een oude wijk renovatie (is begonnen.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 1","De reconstructie van de historische brug (is afgerond.)","Een historische brug reconstructie (is afgerond.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 1","De opgraving van de archeologische vondsten (is gepland.)","Een archeologische vondsten opgraving (is gepland.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 1","De verbouwing van het oude herenhuis (is voltooid.)","Een oude herenhuis verbouwing (is voltooid.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 1","De sloop van het verlaten gebouw (is gevaarlijk.)","Een verlaten gebouw sloop (is gevaarlijk.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 1","De restauratie van het antieke standbeeld (is bewonderenswaardig.)","Een antieke standbeeld restauratie (is bewonderenswaardig.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 1","De onthulling van het standbeeld (was een plechtige gebeurtenis.)","Een standbeeld onthulling (was een plechtige gebeurtenis.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 1","Het vuilnis lag aan de zijkant (van de weg.)","De zijkant lag het vuilnis (van de weg.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 1","Het uitgeven van gratis testers in een parfumerie (is een leuke verrassing.)","Het in een parfumerie uitgeven van testers (is een leuke verrassing.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 1","De vondst van het graf in een oud gebouw (was schokkend.)","De in een oud gebouw vondst van het graf (was schokkend.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 1","Het geven van chocola aan de hond (is niet verstandig.)","De hond geven van chocola (is niet verstandig.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het pannenkoeken bakken (is voor Anneke niet moeilijk.)","Het een pannenkoek bakken (is voor Anneke niet moeilijk.)","uitgesloten",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het bakken van pannenkoeken (is voor Anneke niet moeilijk.)","Het van pannenkoeken bakken (is voor Anneke niet moeilijk.)","uitgesloten",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het bakken van pannenkoeken (is voor Anneke niet moeilijk.)","Het bakken pannenkoeken (is voor Anneke niet moeilijk.)","uitgesloten",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het aan kleine kinderen snoep geven (wordt afgeraden.)","Het kleine kinderen geven van snoep (wordt afgeraden.)","uitgesloten",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het geven van snoep aan kleine kinderen (wordt afgeraden.)","Het geven van snoep kleine kinderen (wordt afgeraden.)","uitgesloten",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het voor grootmoeder thee inschenken (is een hele opgave.)","Het grootmoeder inschenken van thee (is een hele opgave.)","uitgesloten",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het inschenken van thee voor grootmoeder (is een hele opgave.)","Het inschenken van thee grootmoeder (is een hele opgave.)","uitgesloten",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het maken van een plan (helpt bij het organiseren van de dag.)","Het plan maken (helpt bij het organiseren van de dag.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het schrijven van een brief (vereist concentratie.)","Het een brief schrijven (vereist concentratie.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het voorbereiden voor avondeten (is zo gedaan.)","Het voorbereiden avondeten (is zo gedaan.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het knippen van de haren (is nodig voor een nieuwe look.)","Het haren knippen (is nodig voor een nieuwe look.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het kopen van cadeautjes (maakt haar blij.)","Het cadeautjes kopen (maakt haar blij.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het maken van foto's (is een hobby van haar.)","Het foto's maken (is een hobby van haar.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het luisteren naar muziek (ontspant haar na een lange dag.)","Het muziek luisteren (ontspant haar na een lange dag.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het lezen van boeken (verrijkt haar geest.)","Het boeken lezen (verrijkt haar geest.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het schrijven van gedichten (is haar passie.)","Het gedichten schrijven (is haar passie.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het doen van yoga (houdt haar fit.)","Het yoga doen (houdt haar fit.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 2","Het uitproberen van nieuwe recepten (houdt me creatief bezig.)","Het recepten uitproberen (houdt me creatief bezig.)","",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,"naamwoordelijke_constituent","Nominalisaties","Nominalisaties behorend tot type 3","Mosselen eten (is in de mode.)","Van mosselen eten (is in de mode.)","uitgesloten",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
