Llama2_chat_corr_score,Llama2_chat_wrong_score,Llama2_chat_right
-4.383227971348424,-6.784008391201496,False
-4.996021838211972,-6.458850244681041,False
-5.5301944683888,-6.346971824765205,False
-4.966461048151056,-5.374821421172884,False
-3.5843094542274643,-4.081718197224373,False
-3.9956736266520845,-5.489954665835414,False
-3.8621504940635836,-5.009488966523869,False
-4.331384904636413,-5.490902541496325,False
-4.324963566916995,-5.211709581111791,False
-4.334283490975652,-5.137656273742747,False
-4.197425146525922,-5.1108189286767605,False
-3.3609193917272933,-4.4935383596704925,False
-5.106929653634627,-6.420847519966109,False
-3.9956072308355943,-5.364820238592801,False
-3.7059500945360924,-4.809613187273499,False
-4.482390025301891,-5.467489222995937,False
-3.7748781542932193,-4.55388928704051,False
-3.579762416961945,-4.708957581167531,False
-4.793069950171879,-5.405301595897721,False
-3.418726294288149,-4.4548191484825415,False
-5.6456172578036785,-6.397692660490672,False
-3.5925608992965863,-4.9141059988838,False
-4.334283490975652,-5.137656273742747,False
-3.3609193917272933,-4.4935383596704925,False
-4.578369557857513,-5.54530394077301,False
-5.488275834492275,-6.778558715031697,False
-3.6187040639071104,-4.889606400219781,False
-4.255941695448322,-5.1059261564611615,False
-3.9956072308355943,-5.364820238592801,False
-5.331789052486419,-6.075628425393786,False
-3.633378437565019,-4.6253499910235405,False
-4.10192165938206,-4.252946052669645,False
-3.916746020189021,-4.904635522670495,False
-3.5328366059506413,-4.140577832806317,False
-4.286937354482749,-5.526382041215713,False
-3.3609193917272933,-4.4935383596704925,False
-5.019540648659071,-4.883544440346304,True
-4.318765182692005,-5.6015455870035415,False
-4.129396780668685,-5.178813524569462,False
-3.8369975508867356,-4.707126288212991,False
-5.236466036561658,-6.076238453388214,False
-5.760950372155223,-6.565443021746782,False
-4.658826305667924,-5.101134414871922,False
-5.304516152611801,-6.8885431083349085,False
-4.221871482738061,-4.998829108600815,False
-3.581157168489881,-4.7131369902286675,False
-4.595002266087769,-5.802568572927087,False
-3.9403868613415396,-5.386595981178938,False
-4.234325570152578,-5.390411690684656,False
-4.0986120962359776,-5.143819820806129,False
-5.422634668151537,-6.766912196363721,False
-4.958293976528304,-6.27830015696012,False
-3.8621504940635836,-5.009488966523869,False
-4.380124694259393,-5.856720495596528,False
-4.538233804923948,-4.627643174147427,False
-4.937519536335738,-5.488437449011074,False
-5.1442550553215876,-7.3048544724782305,False
-3.7458199220709503,-4.242205928506467,False
-4.529351757352495,-6.281943473214051,False
-5.2427620105445385,-7.591897904872894,False
-4.198204555118784,-5.416589816291283,False
-4.743287946935743,-6.598949003219604,False
-4.770704577366511,-5.6808649566438465,False
-2.7601791667483564,-3.6029072045847506,False
-4.550788431346098,-4.4994377369098055,True
-2.713946556556355,-5.802761379575643,False
-4.204377033175358,-6.6713128345353265,False
-5.026884573569987,-4.816963434762632,True
-3.2281790682402063,-3.47940082721784,False
-3.795195202653607,-5.41669121881326,False
-4.198407256348659,-5.500995192211121,False
-4.055451761174481,-4.1253180835028616,False
-3.318186388136837,-3.9509936303637003,False
-3.6788053819609265,-5.695760395377874,False
-3.3503284078342404,-3.1053887193924137,True
-3.595736204952118,-4.1135753013121965,False
-4.684034742932353,-4.941698478612428,False
-2.539824010451344,-3.9693879699684307,False
-4.278473879901624,-5.392085091069263,False
-3.447715003848316,-4.740268085785958,False
-4.454581165405795,-4.791872276871635,False
-3.9744667692396503,-5.389295212064798,False
-4.674969430197442,-4.623512172919748,True
-4.2459922805428505,-5.346301389485598,False
-3.388072052419375,-4.293591850110715,False
-3.884000744961668,-4.794752743840218,False
-5.364729897542433,-5.755859381773255,False
-4.7723611745168455,-4.845517879848679,False
-3.13805030272354,-3.1685154951723917,False
-2.855637684111207,-2.807812671124719,True
-3.4849380540622223,-3.957309465757914,False
-2.8634316847106676,-3.3076312837678974,False
-3.643801213089878,-5.025530900680819,False
-2.9142732610065196,-3.584655767105096,False
-3.164947660266148,-2.956256879865441,True
-3.91772558015434,-5.195967398500775,False
-4.942163079119238,-8.767698219844274,False
-4.1886945075166295,-6.5553781390190125,False
-3.9842768461458036,-6.800718367099762,False
-4.15384580828738,-5.212312288582325,False
-4.171307332222805,-5.410373547838794,False
-3.553327384867561,-5.702603295445442,False
-4.732013118381683,-6.416223908464114,False
-3.344546576076358,-4.369015154513446,False
-2.772098798692831,-3.216698505627424,False
-2.772098798692831,-3.0728931523903524,False
-2.772098798692831,-3.2659532212280413,False
-2.772098798692831,-3.1286771358932564,False
-3.926553662511045,-4.454331905793642,False
-4.0961081292667325,-4.103844445221641,False
-4.227172848677987,-4.199263602341051,True
-4.251672623804415,-4.372237744664354,False
-3.6912434363835738,-4.094798969153903,False
-3.579385791505339,-3.7044652160244027,False
-2.2652493177863238,-2.970798558874646,False
-3.536280482448222,-4.791998800023326,False
-2.9269839519173337,-3.339244630886242,False
-3.6196503066826455,-4.264995837956667,False
-3.3661193255761948,-4.378498991761202,False
-3.8909879012319903,-4.377786789376002,False
-3.506281240028329,-4.67211191000024,False
-2.6194449739938137,-3.0653320899233223,False
-3.6642007693825387,-3.9562797170859993,False
-4.169105621852298,-4.9201533693249075,False
-3.022819017951126,-3.6631826059176373,False
-4.593214411001799,-5.311241146419959,False
-2.725143395203654,-3.7093019842247417,False
-3.1144213232632563,-3.865660945716081,False
-3.873414824444158,-4.583747863922587,False
-3.2277732928923797,-4.129776318424514,False
-3.7547297305785343,-4.682310677055354,False
-4.041201930839244,-4.607690079337252,False
-3.9079469166910994,-3.849327257476174,True
-3.5359212998323177,-4.522407194151758,False
-4.113080688706759,-4.359240551418225,False
-4.9628952090938885,-5.239669983142188,False
-2.7117656601198097,-3.1626844315652978,False
-2.9616462146400915,-3.1938585910278277,False
-3.732658825838692,-3.944362784093006,False
-3.3644376437689916,-4.1209082961174905,False
-3.1792238232369225,-3.814376643144836,False
-3.9863393293531773,-4.0316877930441475,False
-3.891415968622702,-4.487762670094768,False
-3.1004863794441917,-3.302130441976153,False
-3.6681169774321463,-3.9696217884170437,False
-2.3953485133533605,-3.046456905462469,False
-3.5249957879990688,-4.031449330780743,False
-3.766962555284408,-3.983607395726358,False
-3.340640255663926,-4.172492533605287,False
-3.3110067274631003,-3.9670158740924673,False
-4.025882908026688,-4.6265627980306325,False
-2.92606705367124,-3.9307612882510417,False
-3.448114826699566,-4.125696364067009,False
-3.193463768297806,-3.5647805799264463,False
-4.573644361242519,-5.013332929048273,False
-3.9189725450911888,-3.8401222572592815,True
-3.5044041767381713,-5.229221979231807,False
-4.250870771085222,-4.341280632168771,False
-5.30257969519351,-4.481965710767186,True
-4.314686722921166,-4.068649948458187,True
-5.283211222290992,-4.2563246285113,True
-4.00654442416635,-3.9547596688179407,True
-4.374733062199084,-4.4903880112494035,False
-3.914761607033702,-5.642796669687543,False
-4.788456927984953,-4.9936031013727185,False
-4.653487551957369,-4.869071708484129,False
-5.361770868301392,-5.956037803650058,False
-4.865727344178595,-4.249923959773944,True
-5.1072632159505575,-6.931582480669022,False
-4.339788075200179,-5.129493527673185,False
-5.380580265074968,-5.493573758337233,False
-4.939432943446769,-5.09118100317816,False
-4.259218922105471,-4.114649101272287,True
-4.431192646175623,-4.338586550951004,True
-4.513083978643004,-4.292986363933273,True
-4.491724427948828,-4.400490679505137,True
-3.447687636197467,-4.198329946076653,False
-4.628767967907091,-4.888223420824943,False
-3.3355093075762854,-3.570590284896025,False
-3.8021714763808996,-3.749865534424316,True
-3.060900590610211,-3.5230664416312187,False
-3.2235589088605985,-3.851411710902799,False
-3.1045800371121004,-3.2457357317226627,False
-4.020583388744853,-4.062570428801701,False
-4.603590520228156,-4.271328019107589,True
-4.242315094918013,-4.101184530731509,True
-3.437285840294083,-4.167268069498338,False
-4.393929040502853,-4.672092765972004,False
-4.68987998523859,-5.001127674278584,False
-4.449506558477879,-4.931946678290842,False
-4.528962012051659,-4.539595892652869,False
-4.232642634949811,-4.691814031465636,False
-4.560887682877365,-4.796915857659769,False
-4.8938796101138,-5.473746422314434,False
-4.778782512568998,-4.547079731605562,True
-4.404522169037591,-4.5918919818414,False
-3.081610533514964,-3.147526189822683,False
-3.0925065585543052,-3.5967587746763456,False
-2.7186538464644827,-3.3422731237874626,False
-4.371255830484317,-4.404307236445935,False
-2.4649961986621443,-2.8024632037546064,False
-3.190996152436128,-3.546398657379541,False
-4.133964925763264,-4.337400028677491,False
-2.7709610382411483,-3.191967510178074,False
-5.452856808187789,-6.037898940699441,False
-4.799266579693982,-5.103072399989917,False
-2.9848141956979815,-2.992638691220446,False
-3.6711366342726826,-3.6538927563888137,True
-4.1765438384390485,-4.333570464189557,False
-4.200883187016553,-4.1319991278211265,True
-3.742340332676816,-3.756242349936474,False
-5.24995697175081,-5.3349786945286075,False
-4.03361843417709,-3.697295969352126,True
-4.090691517926853,-4.616277393352773,False
-4.766777764146145,-4.639006859560808,True
-4.765087474636787,-4.702730357998129,True
-3.471050100800182,-3.6296590408708047,False
-3.5637956562926636,-4.2647805451027425,False
-4.009564301155148,-4.103562512908995,False
-3.7394269549443075,-4.590123956479753,False
-2.9328642175052586,-3.3165674013415205,False
-4.1173889787957405,-3.980032416878273,True
-3.503706829165042,-4.103228326462571,False
-3.7507857925456847,-3.8280111726797426,False
-3.488802839999109,-3.4996884543013396,False
-4.684353437126529,-5.04183738399297,False
-4.916150187601387,-5.581632247404196,False
-3.3714772467432983,-3.8616735504979514,False
-4.120337874136453,-3.830913925499175,True
-4.325305089594622,-4.371746361885016,False
-4.047959611547412,-4.5595122042286675,False
-4.099492298237359,-4.290228612006953,False
-3.5863001106190495,-3.9193039491874515,False
-5.4354653453629,-6.953632261604071,False
-2.1295366322910096,-2.171322231323884,False
-2.7415073829484062,-2.65814739143705,True
-2.6715688424654735,-2.414600372242203,True
-5.48801969102351,-4.902195095999299,True
-4.437287870709462,-3.879103618877707,True
-4.5526456803549085,-4.774353621512031,False
-4.5526456803549085,-4.643752405342336,False
-3.252644453071601,-3.8438134594632882,False
-1.9604590897542638,-2.1944071007055443,False
-2.8368681834381277,-3.037589037670841,False
-3.1680011150291767,-4.5179577786462195,False
-4.503420346487734,-4.299442974470886,True
-3.2283845236833377,-3.2630903228681953,False
-3.546268036335029,-3.6336157256525685,False
-3.136091718582179,-3.3021851129212445,False
-3.171772167481919,-3.043129405513014,True
-2.8605968926532457,-3.767872373974468,False
-3.361672570247863,-3.7495075866750804,False
-3.863763201658407,-3.8496737566440262,True
-2.521640449415751,-3.11647041905627,False
-3.6747532304057127,-4.120914452917489,False
-5.2135731771301765,-5.869006327317598,False
-3.5563688558138797,-3.688604873283973,False
-4.032404240891204,-4.708308845016193,False
-4.794838938206158,-4.819389507954472,False
-5.708274724427611,-5.528611742355861,True
-3.5081663222110366,-4.299757436584325,False
-4.5177451043775685,-4.30110562946684,True
-3.255489248369243,-4.10229706162839,False
-4.382953707473839,-4.833493185054964,False
-5.05547611527954,-5.384299149327747,False
-2.7989980290415892,-3.504444455834649,False
-3.050881687820181,-3.94757463901777,False
-3.050881687820181,-4.105976353361544,False
-3.3688497794455543,-3.3351612756760005,True
-3.3688497794455543,-3.8641987560581583,False
-4.253225348882017,-5.154866161126205,False
-4.338574655987941,-4.215453332036873,True
-4.947498054738389,-5.102957170788431,False
-3.957832660153404,-5.6785127480442705,False
-2.717006236047703,-3.015628510490334,False
-4.10325773014062,-4.207525804890075,False
-2.8574327821171663,-3.1604951910514503,False
-4.172986747897489,-4.577965756360856,False
-3.800610382177323,-3.716984513605544,True
-2.9206174736157076,-3.3975709087721686,False
-3.1452442370186278,-3.23041383363093,False
-4.776323501951914,-5.099071632604719,False
-3.1832539379774105,-3.349217637397704,False
-3.852500467619393,-3.9179839619043233,False
-4.211791362401383,-3.9582363501203393,True
-2.846713270568712,-3.736492336481578,False
-2.8422354452984444,-3.431743013816518,False
-4.147287610590865,-4.471209143361193,False
-3.6477082738403626,-4.649624165100371,False
-3.9873878509556864,-4.648202761306311,False
-5.205806166108232,-5.932051752325303,False
-3.9410233102165737,-4.573488933392442,False
-3.9430432093019285,-4.1746878616686445,False
-4.172087899654798,-4.425990535133881,False
-4.044456064633347,-4.127548004839092,False
-3.5084655483033638,-4.0004544415895085,False
-3.9038950602715725,-3.8205983990662977,True
-3.8814119425293456,-4.1996557039451545,False
-5.063744733730952,-5.7366464386383695,False
-5.24593157072862,-5.525917522609234,False
-3.9559313422908486,-4.873440167919818,False
-4.269581955638932,-5.201536020979984,False
-4.904525121516529,-5.697730199792064,False
-4.271622626048491,-4.897552810572578,False
